,Organization (as author),Place created,Identifier,Author,Title,Year,Abstract,Keywords,XML file
626,Stanford University,Hopkins Marine Station,zq819qt2456,"Hayden, Maya",The venom apparatus of Conus californicus,1997.0,"Like other members of its genus, Conus californicus has a highly evolved venom apparatus with which it injects paralyzing venom into its prey through a modified radula tooth. Although much research is being conducted on the venom itself, relatively little is known about the biology behind the snail's ability to inject the venom. The venom duct, radula sac and teeth were characterized in terms of anatomy, physiology and chemistry. The passageway between the venom duct and proboscis is a complex branching structure lined by a unique secretory cell type. Evidence from a combination of all methods used suggests that there are similar active peptides in the teeth as in the duct, leading to the possibility that the teeth are pre-loaded with venom.",,hms_zq819qt2456.tei.xml
627,Stanford University,Hopkins Marine Station,zk162qr1610,"Hulvey, Kristin B.",Investigation of Octopus rubescens population dynamics: population fluctuations at 200 m depth in Monterey Bay,1997.0,"In October of 1991, a National Marine Fishery Survey conducted at the 200 m depth contour along a segment of sand-mud canyon bottom between Ascension Canyon and Monterey Canyon in the Monterey Bay revealed an unusually large population of Octopus rubescens (852 octopuses ha-1, SE=179.8). When re-sampled in March of 1997 using a remotely operated vehicle (ROV),the O. rubescens population was found to have significantly decreases in size (3 octopuses ha-1, SE=3.2, p<0.001). Fishery effects on predatory rockfish and factors affecting juvenile recruitment were found to be the most plausible causes for the large 1991 O.rubescens populations. The effect of these factors could not be established for the smaller 1997 populations because of insufficient data. Large increases in numbers of harbor seals, Phoca vitulina, within the bay may be contribution significantly to the O. rubescens decline.",,hms_zk162qr1610.tei.xml
628,Stanford University,Hopkins Marine Station,zc634wm4735,"Imai, Denise",Fat metabolism and physiology in captive yellowfin tuna (Thunnus albacares),1997.0,"At the Tuna Research and Conservation Center, in Monterey, California, captive yellowfin tuna (Thunnus albacares) demonstrated an increase in lipid accumulation and mortalities when fed a high calorie and high fat diet. To determine what influence a high fat diet has on tuna physiology, one tank (T2) holding 28 fish was designated for diet manipulation while oxygen consumption and stomach temperatures were used to measure changes in metabolism. No significant differences in metabolic rate were measured between diet treatments. The low fat diet (LFD; 1% fat content in kcal) was composed of squid and smelt while the high fat diet (HFD;8% fat content in kcal) only included sardines. Samples were sent away for bomb colorimetry analysis and based on these values, an equivalent total caloric level (28 kcal/kg/day) was maintained between diets. Individual respirometry trials were performed in a Closed-system respirometer. Three trials were run for each diet treatment and swimming velocity was measured for each run to calculate standard metabolic rate (LFD: 135.70 +/-42.79 mg O2/kg/hr; HFD: 147.54+/-8.89 mg O2/kg/hr;p=0.80). Whole tank metabolic rate was measured using T2 as an Open-system respirometer with help from the dissolved oxygen monitoring system (Program Logic Control) operated by Monterey Bay Aquarium. Stomach temperature was measured by minilog temperature probes and no significant difference between diets was measured (pre-feed: p-0.91; post-feed: p=0.80).",,hms_zc634wm4735.tei.xml
629,Stanford University,Hopkins Marine Station,zn059pq7833,"Kaestner, Nikolai","Ceramide disrupts sperm motility and inhibits fertilization in the purple sea urchin, Strongylocentrotus purpuratus",1997.0,"Sphingolipid signaling cascades play a role in regulating egg maturation and differentiation in a variety of organisms. To determine if a similar mechanism is involved in fertilization, S. purpuratus gamates were treated with cell-permeable ceramide. It was found to reduce sperm motility, decrease sperm-egg binding, and inhibit fertilization. This effect was stereospecific and could not be mimicked by a ceramide analog differing from ceramide by only a double bond. These results suggest a role for ceramide signaling in regulating sea urchin fertilization.",,hms_zn059pq7833.tei.xml
630,Stanford University,Hopkins Marine Station,zz472cp8582,"Kim, Michael S.",The dynamics of the escape response of the gastropod Calliostoma canaliculatum to the sea star Pycnopodia helianthoides,1997.0,"The gastropod Calliostoma canaliculatum demonstrates a violent escape response to the seastar Pycnopodia hellianthoides. The entire escape mechanism is a high complex series of reactions the culmenates in the secretion of a noxious yellow substance from the animal's hypobranchial gland. The extent to which C. canaliculatum will go to escape from Pyncopodia without using the secretion demonstrates a general reluctance to use the method if it can be avoided. The source of this excretion appears to be endogenous to C. canaliculatuam and does not come from its diet. Once secreted, the snail needs between 4-7 days to regenerate the substance to its full capacity, but four days appears to be sufficient for the effectiveness of the substance to reach its full strength.",biological studies on gastropods,hms_zz472cp8582.tei.xml
631,Stanford University,Hopkins Marine Station,sv288pv2581,"Norton, Keri","Water and humidity relations in the habitat of the terrestrial isopod, Porcellio scaber",1997.0,"Water and humidity relations are perhaps the most important physical factors affecting populations of Porcellio scaber. Increasing humidity is positively related to increased size and increased population density. Increased water content is negatively related to increased size. As the humidity in a population varies more, the mean size of Porcellio decreases.",Isopoda,hms_sv288pv2581.tei.xml
632,Stanford University,Hopkins Marine Station,ry002zj8695,"Ripley, Beth",The effects of unchlorinated and chlorinated sewage on sea urchin fertilization,1997.0,"1) Unchlorinated sewage is a relatively mild fertilization inhibitor. 2) Chlorinated sewage is a very strong fertilization inhibitor, and a concentration of available chlorine as low as 0.04 ppm can reduce fertilization. 3) The primary effect of both chlorinated and unchlorinated sewage is on the sperm. 4) The effect of unchlorinated sewage is partially reversible. 5) The sodium hypochlorite - sodium thiosulfate pair is a potential tool in rate study determinations of fertilizations.",sewage pollution,hms_ry002zj8695.tei.xml
633,Stanford University,Hopkins Marine Station,pd455zb7792,"Sanghvi, Uma",The effect of heat shock on the neurons in the head ganglia of Doriopsilla albopunctata,1997.0,"The opening and closing of ion channels within the membrane of a neuron allows for the flow of specific ions into and out of a cell. The flow of ions through membrane channels creates current and this changes the voltage across the cell membrane. These changes in voltage create the action potentials responsible for the propagation of neural signals. If the number of ion channels changes or the kinetics of individual channels change, the currents through the membrane will be altered and hence change the excitability the cell. Here I report changes in potassium conductance within the neurons of Doriopsilla albopunctata after treatment and recovery from a thirty-minute heat shock at 30� C. By using a voltage clamp, currents of individual cells were characterized. The cells were heat shocked and characterized again using the same stimulation regime. Significant increases in potassium conductance were observed within many, although not all, cells. In such cases, a novel current was found to be responsible for the change in potassium conductance. I conclude that heat shock affects either the expression of channels in the cell membrane or the kinetics of pre-existing ion channels, but only in some neurons. What cellular mechanism was responsible for this change and what specifically it changes, remains to be seen.",,hms_pd455zb7792.tei.xml
634,Stanford University,Hopkins Marine Station,rr729zy4959,"Shih, Karen",Nitric oxide promotes while cholinergic agonist and cyclic GMP inhibit neurite outgrowth of N1E-115 mouse neuroblastoma cells,1997.0,"The N1E-115 mouse neuroblastoma cell line was used to investigate the role of the cholinergic receptor/nitric oxide/cyclic GMP pathway in regulating neurite outgrowth. Here evidence is presented that both carbachol and 9-Bromo-cGMP inhibit neurite outgrowth. Nitric oxide donors, however, promote various forms of neurite outgrowth. DEANO and Spermine NONOate were shown to promote neurite outgrowth from lamellipodia, but had no effect on neurites that did not possess lamellipodia before administration of the donors. SNAP was shown to allow growth of the main shafts of neurites, but not that of lamellipodia or their extended neurites. This study suggests that nitric oxide promotes growth through a cGMP-independent pathway. During activation of cholinergic receptors, the stimulatory effects of nitric oxide appear to be masked by other pathways in the cholinergic cascade.",,hms_rr729zy4959.tei.xml
635,Stanford University,Hopkins Marine Station,wg868vb5342,"Thompson, Janelle R.","Vertical distribution and habitat of the centipede Geophilus becki in the high intertidal and splash zone of Monterey Bay, California",1997.0,"Centipede populations in the splash zone of Monterey Bay were surveyed, and a high density of the Geophilomorph Geophilus becki was found beneath the rocks in a zone just above the attached alga Endocladia muricata and below a tidal level of +5.6 feet. A high percentage of these were found in groups. Few Lithobiomorpha were found in the splash zone.","upper intertidal, splash zone",hms_wg868vb5342.tei.xml
636,Stanford University,Hopkins Marine Station,sk959hb7363,"Tubbesing, Victor","Cranial, orbital rete, and red muscle vein anatomy indicate a high degree of endothermy in the brain and eye of the salmon shark, Lamna ditropis",1997.0,"Geographic range, extent of red muscle, supra-hepatic rete size, and limited temperature measurements have placed the salmon shark, Lamna ditropis, as the warmest of the lamnid sharks. Yet its anatomy has remained largely undescribed, and measurements of brain or eye temperatures in particular have not been taken. In this study, three specimens were examined to determine if the morphological requirements for a warm brain and eyes are present. In addition to local heat-producing red muscle of the eye and jaw, other notable features were found. A well-developed orbital rete lies within a venous sinus on both sides of the cranium. Cool, oxygenated blood from the gills can pass through the dividing vessels of this exchanger before reaching the brain or eyes. Since venous blood in the sinus flows opposite the arterial blood, counter-current heat exchange can occur. A vein originating in the red swimming muscle potentially contributes to the warmth of the venous sinus by supplying blood directly from the warmest part of the shark. Before collecting in the orbital sinus, this red muscle vein bathes the brain in warm blood. These morphological data suggest the salmon shark has a significant capacity to warm the brain and eyes.",,hms_sk959hb7363.tei.xml
637,Stanford University,Hopkins Marine Station,gc365gw1800,"Unger, Annie V.",Photoprotective role of the egg follicle cells in the sea squirt Ascidia ceratodes,1997.0,"A photoprotective role has been ascribed to the ultraviolet radiation-absorbing mycosporine-like amino acids (MAAs) present in the follicle cells surrounding eggs of the tunicate Ascidia ceratodes. Studies were performed using natural sunlight and a variety of wavelength filters to expose intact Ascidia eggs and eggs in which the MAA-containing follicle cells had been removed to various types of ultraviolet radiation. The kinetics of development were examined to ascertain whether the follicle cells were acting to protect the eggs from UV damage. This series of studies demonstrated that at ambient solar radiation levels there are no observable differences in rates of early development between Ascidia embryos where follicle cells were removed and embryos with an intact follicle cell layer. This study suggests that the tunicate embryo has a variety of defenses against UV damage, and the defensive role played by mycosporine-like amino acids may not be of primary importance.",,hms_gc365gw1800.tei.xml
638,Stanford University,Hopkins Marine Station,tb161vv9125,"Waites, Hilary",Enzyme thermal stabilities among three vertically-distributed species of the genus Tegula,1997.0,"Protein thermal stability in archeogastropod snails distributed along a vertical intertidal/subtidal gradient was investigated to determine whether a correlation exists between habitat temperature and enzyme stability. Assays were run for the following enzymes: malate dehydrogenase (MDH), pyruvate kinase (Pk), aldolase, glutamate dehydrogenase (GDH), and aspartate aminotransferase (AAT). A positive correlation between habitat temperature and enzyme stability was found in MDH and PK, a negative correlation was found in GDH and AAT, and no correlation was observed in aldolase. Since thermal stability is a macroscopic measurement of protein structure, further studies involving protein function (kinetics) and the effect of the intracellular microenvironment are needed to further elucidate the relationship between habitat temperature and protein adaptation.",,hms_tb161vv9125.tei.xml
639,Stanford University,Hopkins Marine Station,bh534nk5096,"Wang, Tammy","Distribution of voltage gated potassium channel beta subunits in the optic lobe of adult, hatchling, and embryonic squid, Lolio opalescens",1998.0,"Kvbeta subunits associate with alpha subunits and cause changes in both properties (Kvbeta1) and expression level (Kvbeta2) of Kv potassium channels. Kvbeta1 has been noted to increase channel inactivation rates when co-expressed with Kvalpha. Increases in glycosylation efficiency and surface protein expression of alpha subunits have been observed in the presence of Kvbeta2. A partial Kvbeta cDNA clone (Sqbeta) was isolated form a squid stellate ganglion cDNA library and tentatively identified as a beta2 type. In situ hybridization was used to examine Sqbeta mRNA distribution in adult, hatchling, and embryonic squid. In optic lobes, RNA probe specific for Sqbeta preferentially labeled cellular layers containing somata of secondary and tertiary visual neurons, bipolar cells, and large amacrine cells. Based on grain density counts, Sqbeta was present in nearly all medullar cells of post-embryonic squid. In stage 29+ embryos, Sqbeta grain density was noticeable lower than in adults and hatchlings. Kvbeta subunits may be expressed in different cells at various levels during development, adding another level of regulation and possibly playing an important role in increasing Kv channel diversity.",,hms_bh534nk5096.tei.xml
640,Stanford University,Hopkins Marine Station,sp137cb8729,"Girshick, Sarah",Algae and algal products as naturally occurring substrates for the multixenobiotic resistance transport mechanism in Mytilus californianus,1998.0,"The mussel Mytilus californianus is able to remove a wide array of xenobiotics (toxins) from its cells using an ATP-driven transport protein. This multixenobiotic resistance (MXR)system, similar to the multidrug transport protein found in human tumor cells, is thought to be a first line of defense against many natural and anthropogenic toxins. Three Monterey Bay seaweed species and three Monterey Bay phytoplankton species were found to contain likely substrates for the MXR protein. Extracts from all six species showed an increase in intracellular fluorescence using the rhodamine B accumulation, indicating that these contain substrates for the MXR protein. Mussels are filter feeders that remove seaweed particulates, phytoplankton, and their byproducts from the waters that pass over them. If the mussel diet contains compounds that are substrates for the MXR protein, this would provide insight into the pressures resulting in selection for this transporter, a mechanism that is a useful defense mechanism in today's polluted waters.",,hms_sp137cb8729.tei.xml
641,Stanford University,Hopkins Marine Station,vw383jj6666,"Hsu, Elizabeth","Changes associated with the development of swimming activity in larval Pacific bonito: behavior, anatomy of motoneurons and muscle activation",1998.0,"As the first step in investigating the Pacific bonito (Sarda chiliensis) as a model system for studying the acquisition of swimming behavior and underlying neural activity in teleost fish, we studied the changes in the swimming behavior, anatomy of motoneurons, and muscle activation throughout the larval developmental period. The larval period lasts just 12 days, during which there is rapid development of locomotion. At 12 days post fertilization (dpf), bonito undergo a rapid metamorphosis to the juvenile stage. The short, 12-day developmental period suggests rapid development and organization of the motoneuron and motor system. Swimming behavior was videotaped for five fish in each day, and analyzed by determining a time budget for active time and determining maximum body flexion exhibited by each fish. Motoneurons were fluorescently labeled with DiI and muscle activity was recorded using electromyography. Locomotion is initially produced using the trunk and develops to include use of the full tail and tip of the tail. Early in development, larval bonito spend the majority of their time inactive but sustained swimming periods become more common as the fish develops. Maximum body flexion did not appear to change with development. The number of motoneurons increased from less than 10 to over 30 cell bodies per segment. We also observed two types of motoneurons which differed in morphology. Cell bodies also appeared to develop in tiers until they were of the same size. Motoneuron development first took place in more rostral segments of the fish with the number and complexity of the motoneurons decreasing toward caudal segments. Signals obtained from EMG recordings appeared to correspond to the basic swimming modes of rapid bursts and longer duration swimming using tail beats. We cannot draw a direct correlation between swimming behavior, motoneuron anatomy, and muscle activity based on the data obtained thus far, however, we have shown that development of bonito swimming behavior is associated with rapid development of the motoneuron system and muscle activity which correlates to swimming mode.",,hms_vw383jj6666.tei.xml
642,Stanford University,Hopkins Marine Station,gy531ft4379,"Jaron, Tamara",Morphological and biochemical evidence for countercurrent heat exchange in the tuna caecum,1998.0,"The viscera of Bluefin tuna, Thunnus thynnus, are warm, and internal temperatures as high as 25 degrees C have been recorded in 5 degrees C water (Block, pers. comm.). The source of this heat and the visceral site of vascular heat conservation are not clear. Measurements taken after feeding of Bluefin implicate the caecum as the warmest visceral organ, however, little is known about the general anatomy of the tuna caecum or its method of heat production. Specimens of yellowfin, Thunnus albacares, and blackfin, Thunnus atlanticus, were used to study the anatomy, histology, and aerobic capacity of the tuna caecum. Anatomical comparisons were also made to the bonito, Sarda chiliensis, an ectothermic relative of the tuna. Injections of silicon into the caecum vasculature detected a parallel array of arteries and veins throughout the organ. Measurements of citrate synthase activity, an enzymatic indicator of tissue metabolic capacity, show a high degree of caecum metabolic activity, around 20 units/g tissue at 25 degrees C. This value is 4-5 fold greater than tuna white anaerobic muscle, but not as high as the aerobic red muscle. The high heat contribution from aerobic activity, along with that contributed by digestive processes within the caecum and stomach, may be able to account for much of the heat production within the viscera. The endothermic nature of the organ and the parallel architecture of the vasculature suggest that countercurrent heat exchange can occur. An increased visceral temp would lead to faster digestion and provide a continuous source of fuel for the tuna's high metabolic needs.",,hms_gy531ft4379.tei.xml
643,Stanford University,Hopkins Marine Station,bm466nw8277,"Kaplan, Isaac",Recruitment of intertidal barnacle species in an El Nino linking El Nino oceanography to barnacle larval settlement,1998.0,"I monitored recruitment of the barnacles Balanus glandula and Chthamalus spp. to the intertidal zone at three sites in central California. The sampling period was April 27th-May 28th 1998, during the strong 1997-8 El Nino. The results showed that one large pulse of recruitment occurred at Waddell Beach during a relaxation of coastal upwelling in April. Two smaller recruitment events occurred at Asilomar Beach during two periods of relaxation in May. There was a significant correlation of recruitment with sea surface temperature at two moored buoys (r^2=.593, r^2=.604) and salinity (r^2=-.593). Buoy observations of north wind velocity and sea surface temperature showed that the two periods of reduced upwelling in May totaled nine days. Only five months during April through June 1988-1997 had nine or more days without upwelling-favorable north winds. This suggests that one effect of the El Nino on the central coast may have been to decrease upwelling-favorable winds.",,hms_bm466nw8277.tei.xml
644,Stanford University,Hopkins Marine Station,ws510dg8605,"Lopuch, Meredith Ann",The hemocyanins of Tegula funebralis and Tegula brunnea,1998.0,"1) Hemocyanins from Tegula funebralis and T. brunnea were compared with respect to oxygen equilibration. 2) Only slight differences between the hemocyanins for the two species were detected in the oxygen dissociation curves. 3) P50 values for T. funebralis and T. brunnea were determined to be 45 and 55 mm Hg respectively. 4) For the pH used, prosthetic group interaction appeared to vary depending on the oxygen partial pressure. 5) A method for purificaiton of hemocyanin was developed using Sephadx G-200. 6) It appears that no smaller molecular weight proteins or polypeptides are present in these sera. 7) The absorption spectrum for T. funebralis blood gives the major peak at 371 mu and the minor peak at 560 mu.","black turban snail, Tegula",hms_ws510dg8605.tei.xml
645,Stanford University,Hopkins Marine Station,qd492mc8535,"Lu, Natalie",Hypobranchial gland secretion from Calliostoma canaliculatum slows activation of voltage-gated potassium channels,1998.0,"The marine prosobranch gastropod Calliostoma canaliculatum secretes a noxious substance, Yellow Stuff (YS), as a mechanism of chemical defense against predatory sea stars. The effects of YS from the homogenized hypobranchial gland on voltage-gated K+ channels were characterized with voltage clamp techniques for multiple subfamilies of cloned K+ channels expressed in three different cell systems (insect Sf9 cells, mammalian HEK 293 cells, and Xenopus oocytes). The most profound effect was slowed activation kinetics with very little change to deactivation kinetics. Other effects included a decrease in peak conductance and a shift in the voltage-dependence of peak conductance to more positive potentials. YS secretion collected from electrical stimulation of the hypobranchial gland gave the same effects. Fractionation of YS produced one active fraction that produced effects similar to that of the unfractionated YS. Elucidating the mechanism by which YS mediates its effects and further establishing its selectivity for different K+ channel isoforms will provide a useful tool for further studying voltage-gated K+ channels.",,hms_qd492mc8535.tei.xml
646,Stanford University,Hopkins Marine Station,md789qn9310,"Narayanan, Divya",The effects of extracellular calcium on bursting pace-maker neurons in Aplysia,1998.0,"Autorhythmic bursting pacemaker cells have been hypothesized to function by a calcium-coupled system. Bursting pacemaker cells in Aplysia californica, the R15's and LQB's were flushed with saline solutions containing .01, 10, and 60 nM concentrations of Ca2+. I found that the burst duration is affected by the extracellular concentration of Ca2+, shortening in high Ca2+ and lengthening in low Ca2+ solutions. This is consistent with an increase and a decrease in C current (calcium dependent potassium current) activation. The mechanism behind the interburst interval, however, is still unclear. The changes in its duration point to a homeostatic mechanism.",,hms_md789qn9310.tei.xml
647,Stanford University,Hopkins Marine Station,ds974rm7007,"Nevin, Linda","Changes associated with the development of swimming activity in larval Pacific bonito: behavior, anatomy of mononeurons, and electrophysiology",1998.0,"Developmental changes in the swimming behavior and the underlying muscular function and motoneural anatomy in the Pacific Bonito, Sarda chiliensis, were investigated in the course of the first twelve days of post-hatch development of the fish. Quantitative observations of behavior revealed peaks in activity at days 8 and 12 of development. Analysis of maximum body angle while turning showed no trend towards decreasing or increasing flexibility of the fish (f-value=18.4,r^2=.26), even though Bonito use different amounts of flexion while swimming in different stages of development. Motoneurons in the spinal cord from days 2 through 7 are organized into tiers: one tier was seen on days 2 and 3, two tiers on days 5 and 6, and three tiers on day 7. Tier distinction decreases as the fish grow older, and tiers are no longer distinguishable on day 11. Spinal cord cells are also divided into two categories - cells in pattern A tend to be larger and extend their axons ventrally to a fiber tract which travels parallel to the spinal cord and then veers to form the ventral root, while pattern B cells are smaller and extend their axons directly to their ventral root. Finally, neuritic connections between cells were seen in early days and multiplied with age. In later fish, extensive swellings were seen in the ventral roots and neurites of the spinal cord. Electrophysiology studies revealed that on day 7, the motor units of the fish began to fire in sustained low frequency series' reminiscent of the tail beat in continuous swimming. Also on day 7, variable pattern of firing was observed for the first time. These data correlate acquisition of swimming behavior with increased complexity of motoneurons and greater sophistication of muscle activity. Understanding Bonito's striking development is a step towards developing a well-characterized model system for the study of the acquisition of swimming in teleosts.",,hms_ds974rm7007.tei.xml
648,Stanford University,Hopkins Marine Station,nj673gp4136,"Peace, Ali",Temperature adaptation in elasmobranch lactate dehydrogenase-A (A4-LDH) ortholog structure,1998.0,"Thermal adaptation at the biochemical level has been demonstrated in previous studies of bony fishes and other vertebrates. One criterion that has been used to assess the possible presence of thermal adaptation is the Michaelis-Menten constant, or Km. Km has been shown to be conserved among teleosts and some other vertebrates within their physiological temperature ranges. One possible mechanism by which homologous proteins may conserve Km at extreme temperatures is by changes in primary structure. The relationship between temperature adaptation and changes in primary structure has been explored in teleosts, but has yet to be studied in elasmobranchs. In this study, the variation of pyruvate Km with temperature and the deduced amino acid sequences of four elasmobranch A4-LDH orthologs were compared. Both the subtropical and the cold temperate species of sharks were found to display conservation of pyruvate Km over physiological temperature ranges, while the subtropical and the antarctic species of rays did not. The deduced amino acid sequences of the shark enzymes exhibited different regions of variability than the LDH's of teleosts previously studied, while the sequences of the ray enzymes exhibited similar regions of variability to those of teleost orthologs. It was concluded that there may a limited number of sites at which temperature adaptation in A4-LDH occurs, and that even closely related organisms do not necessarily use the same sequence changes to adapt to extreme temperatures.",,hms_nj673gp4136.tei.xml
649,Stanford University,Hopkins Marine Station,wy020qg7245,"Polk, R. Eben",The temporal and spatial distribution and activity of the predatory gastropod Acanthina punctulata,1998.0,"This study was undertaken to characterize the spatial and temporal distributions of Acanthina; specifically, to determine in what habitats, engaged in which activities, in what numbers, and when these snails occur.","upper intertidal, splash zone",hms_wy020qg7245.tei.xml
650,Stanford University,Hopkins Marine Station,fp866tr8961,"Ranchod, Tushar","Effects of temperature, trimethylamine-N-oxide and urea on protein function and stability",1998.0,"The presence of trimethylamine N-oxide (TMAO) was recently discovered in the tissues of some Antarctic notothenioid fishes. This discovery raises the questions of whether the effects of TMAO on protein function vary with temperature and whether TMAO plays the same role in notothenioids as it does in elasmobranchs. Two temperature-sensitive kinetic properties - apparent Km of pyruvate and kcat - of muscle A4-LDH in Gillichthys mirabilis, a warm-temperature fish with negligible amounts of TMAO in its cells, and Parachaenichthys charcoti, an Antarctic fish, are not significantly affected by the presence of 150 mM TMAO at most temperatures from 0 degrees to 30 degrees C. The presence of TMAO did not appear to significantly affect the loss of activity in the LDH of any of the five teleost species studied over a period of 24 days. The Vmax of the LDH reaction in these species was slightly inhibited by 150 mM TMAO at both 0 degrees and 20 degrees C. TMAO may function by increasing the rigidity of the enzyme at hinge regions which play a role in establishing the rates of conformational change.",,hms_fp866tr8961.tei.xml
651,Stanford University,Hopkins Marine Station,cg226xb6985,"Rollins, Meghan","Intramuscular anesthesia in yellowfin tuna (Thunnus albacares), bonito (Sarda chiliensis), and pacific mackerel (Scomber japonicus), its viability and effects on blood parameters",1998.0,"This project focused on the development of an anesthetic regimen in yellowfin tuna (Thunnus albacares), bonito (Sarda chiliensis), and Pacific mackerel (Scomber japonicus), while monitoring effects on blood chemistry and hematology. Anesthesia was induced with a combination of ketamine and medetomidine, and compared to MS-222 (3-amino benzoic acid ethyl ester). Ketamine and medetomidine were injected into the red muscle of fish, while MS-222 was applied by immersing a fish in a drug and seawater solution. Effects of anesthesia were monitored and blood samples were taken. Blood was then analyzed for hematocrit, hemoglobin, enzymes, metabolites and ions. Survivorship between the species varied, with yellowfin tuna at 0% survival and bonito the highest at 50% survival. A trend relating an increase in time of the anesthetic induction period to decreasing metabolic rate was noted. Additionally, time until recovery from anesthesia was found to increase with the ratio of ketamine to medetomidine in yellowfin tuna, but was found to decrease with the ratio of the two drugs in bonito. Anesthesia was found to have no effect on average yellowfin tuna hematocrit (mean level = 33.4 + or - 2.2). However, a positive relationship between yellowfin tuna hematocrit and medetomidine dose was noted (r^2 = 0.82729). A negative relationship between bonito hematocrit and the ratio of ketamine to medetomidine was also present. A significant increase in ions (calcium, chloride, potassium and sodium) and some enzymes (aspartate aminotransferase and creatine phosphokinase) was noted in yellowfin and was most likely due to the high levels of activity associated with anesthesia induction. Further studies into this form of intramuscular anesthesia are needed, both to better determine the feasibility of usage of the drugs in yellowfin tuna, and to ascertain an ideal anesthetic dose in bonito and mackerel.",,hms_cg226xb6985.tei.xml
652,Stanford University,Hopkins Marine Station,fs149vd6426,"Toranto, Jason",Anatomical study of the hypobranchial gland of Calliostoma canaliculatum and the neuronally controlled secretion of yellow stuff (YS),1998.0,"The channeled top snail, Calliostoma canaliculatum, releases a yellow mucous, called yellow stuff or YS, in response to perturbation and especially attempted predation from sea stars such as Pycnopodia hellantholdes (Bryan et al., 1997). The source of YS is the hypobranchial gland. Therefore, anatomical studies of this gland as well as electrical stimulation experiments, to visualize secretion from this organ, were performed. The anatomical study divulges the existence of cells that contain numerous large vesicles that appear to contain yellow stuff. Stimulation of the gland directly as well as other body sites with an electrode reveals that a one second train of brief shocks with a repeat frequency of 20Hz is sufficient to cause secretion of YS. Stimulated secretion was reversibly abolished by low Ca2+ seawater. These stimulation experiments demonstrate that the secretion of YS is under neuronal control. Finally, from the trends that were visualized in the anatomical study and from a consideration of the time course of secretion, holocrine secretion is proposed to be the method by which YS is released from the yellow cells of the hypobranchial gland.",,hms_fs149vd6426.tei.xml
653,Stanford University,Hopkins Marine Station,jy310nk7292,"Wahlstrand, Benjamin D.",Macromolecular crowding: effects on MDH stability and LDH kinetics,1999.0,"Biochemistry is usually carried out under in vitro conditions that do not closely approximate those found in vivo. Molecular crowding, resulting from high intracellular protein concentrations, has been shown to affect macromolecular function (Garner & Burg, 1994). To study this effect, the thermal stabilities of mitochondrial and cytoplasmic isoforms of malate dehydrogenase (MDH), an enzyme involved in the Krebs cycle, were studied under simulated in vivo conditions of high protein concentration. The mitochondrion contains much higher protein concentrations than those found in the cytoplasm; protein crystals have been used to model the mitochondrial matrix (Srere, 1981). The mitochondrial isoform of MDH (mMDH) showed substantial stability enhancement in media crowded with bovine serum albumin, a model protein. The cytoplasmic isoform (cMDH), which is more thermally stable than the mitochondrial isoform, exhibited no significant enhancement of stability in crowded media. This difference can be seen as an adaptation to local protein concentration. mMDH must be more flexible to function well in a more crowded medium, rendering it less thermally stable and more responsive to the stabilizing effects of a crowding agent. In order to study enzyme function, which is closely related to stability, apparent Michaelis-Menten constants (Km's) and Vmax's were determined in crowded and viscous conditions for the LDH of three species. The LDH of Parachaenichthys charcoti , an Antarctic fish, appears less susceptible to the effects of agents that slow enzyme function than two homologous enzymes from organisms that maintain a warmer body temperature. LDH from colder temperature organisms appears to be more flexible than LDH from organisms adapted to warm temperatures (Fields and Somero, in prep). This flexibility may explain the results obtained.",,hms_jy310nk7292.tei.xml
654,Stanford University,Hopkins Marine Station,yt773vj2075,"Davy, Jessica",Spatial patterns between the Hewatt transect and adjacent intertidal areas,1999.0,"The Hewatt transect is a permanently marked area perpendicular to shore running through the protected rocky intertidal zone at Hopkins Marine Station. Species abundance data collected in 1933-37 and 1993-95 showed a significant difference for many species during the intervening years. In order to determine how representative the Hewatt transect is of the protected rocky intertidal zone at Hopkins, a 90 x 15 m area surrounding the Hewatt transect was compared to three adjacent areas of the same size. Three organisms were sampled in two or three 15-m transects within each of the four areas. Ten quadrats were counted in each transect. Additionally, the substrate rugosity for each area was measured. For Anthopleura sola, a solitary anemone, there were significant differences among areas (P=.02), but not among transects-within-areas (P=.16). For Serpulorbis squamigerus, a tube dwelling gastropod, there were no significant differences at either level (P=.15 and .15). For the alga Endocladia muricata, there were no significant differences among areas (P=.23), but highly significant differences among transects-within-areas (P<<.001). Substrate rugosity showed no significance between areas (P=.72). These data indicate that while there are some differences between the Hewatt area and adjacent areas, there is no evidence that the Hewatt area is non-representative of the HMS intertidal. While the intertidal zone is certainly not homogeneous, it is possible to conclude that the changes seen in the 60 year interval were due to significant species abundance change and not stochastic variation. Additionally, the environmental processes that caused these changes are likely to have influenced the distribution of organisms across the intertidal zone.",,hms_yt773vj2075.tei.xml
